Frases,Tipo texto
"En un parque de la ciudad, un rincón especial conocido como el ""Rincón de los Deseos"" permitía a las personas dejar mensajes y deseos en un árbol mágico. Un día, Emily, una niña con un deseo sincero, escribió una nota pidiendo que su madre, enferma en el hospital, se recuperara. La comunidad se unió, y los deseos se hicieron realidad. El rincón se convirtió en un lugar donde los sueños se tejían en la realidad, recordando a todos el poder de la esperanza y la comunidad.",IA
"En una aldea en las montañas, la leyenda hablaba de las estrellas que cantaban en las noches claras. Una joven llamada Isabella estaba decidida a escuchar este canto celestial y pasó años estudiando las constelaciones. Finalmente, una noche, las estrellas comenzaron a cantar, y la música llenó el cielo y el corazón de todos los habitantes de la aldea. Isabella demostró que con perseverancia, incluso los sueños más grandes pueden hacerse realidad.",IA
"En una ciudad donde los sueños se hacían realidad, los habitantes vivían en un constante estado de felicidad. Pero un día, los sueños comenzaron a desvanecerse, y la tristeza se apoderó de la ciudad. Una niña llamada Sofia emprendió un viaje a través del laberinto de la imaginación para restaurar los sueños perdidos. Con valentía y creatividad, devolvió la magia a la ciudad y recordó a todos que los sueños son la esencia de la vida.",IA
"Un pequeño robot llamado BIP se aventuró en el vasto mundo, curioso por descubrir el significado de la vida. En su travesía, conoció a seres humanos, animales y máquinas, y aprendió lecciones sobre empatía y amistad. Finalmente, comprendió que el propósito de la vida reside en la conexión y en hacer del mundo un lugar mejor a través del amor y la comprensión.",IA
"En un reino mágico, las estaciones del año eran personajes vivos que danzaban en un ciclo eterno. Sin embargo, cuando la Primavera se enamoró del Invierno, la armonía se rompió. Un grupo de jóvenes decidieron ayudar a las estaciones a encontrar la paz, y a través de su determinación, lograron reconciliar a las estaciones, permitiendo que la belleza de cada una floreciera en su momento adecuado.",IA
"En el corazón de la ciudad yacía una biblioteca abandonada que todos habían olvidado. Un día, Lucy, una apasionada lectora, entró por casualidad y descubrió una colección de libros mágicos que podían llevarla a mundos inexplorados. Con cada libro que leía, se convertía en una heroína de una nueva aventura. A medida que compartía sus descubrimientos con la comunidad, la biblioteca cobró vida nuevamente, recordando a todos la maravilla de la lectura.",IA
"En medio del océano había una isla mágica donde los deseos se hacían realidad. Una niña llamada Sofia llegó a la isla con un deseo especial: curar a su hermano enfermo. A través de desafíos y amistades inesperadas, Sofia encontró el poder de la esperanza y la valentía, y su hermano se recuperó. La isla recordó a todos que los deseos más profundos se cumplen cuando se busca con el corazón abierto.",IA
"En un mundo donde el tiempo estaba en constante movimiento, un relojero llamado Benjamin tenía el don de ralentizarlo y disfrutar cada momento. Con su sabiduría, enseñó a la gente a apreciar la belleza de la vida y la importancia de vivir en el presente, recordándoles que el tiempo es un regalo preciado.",IA
"En un desierto sediento, una niña llamada Isabella soñaba con devolver la lluvia al mundo. Con determinación, emprendió un viaje a través del desierto, recogiendo gotas de rocío y construyendo un gigantesco sistema de riego. Cuando finalmente logró hacer llover, el desierto floreció nuevamente, y Isabella recordó a todos que la perseverancia puede traer vida a los lugares más áridos.",IA
"En un bosque mágico, los árboles susurraban secretos a aquellos que escuchaban con el corazón. Una niña llamada Maya visitaba el bosque a menudo y aprendía de sus susurros, lo que la convertía en la mejor consejera de la aldea. Maya demostró que el verdadero conocimiento reside en la naturaleza y la sabiduría de los corazones abiertos.",IA
"En una ciudad donde los sueños eran más valiosos que el oro, un niño llamado Daniel se embarcó en un viaje para encontrar el sueño más elusivo de todos: el sueño de la felicidad. Viajó a través de mundos oníricos, enfrentando pesadillas y desafíos, hasta que finalmente encontró su sueño en una isla de risas y sonrisas. Cuando regresó a su ciudad, compartió su sueño con los demás, inspirándolos a buscar la felicidad en sus propios sueños.",IA
"En un mundo lejano, la magia residía en las estrellas del cielo. Cada cien años, las estrellas caían a la Tierra y se convertían en objetos de gran valor. Una niña llamada Isabella decidió cambiar esto y propuso recolectar las estrellas en el cielo en lugar de esperar que cayeran. Con la ayuda de su comunidad, crearon una red de estrellas que iluminó su mundo y les recordó que pueden crear su propio destino.",IA
"En un pueblo silencioso donde la música estaba prohibida, un pájaro especial con plumaje dorado llegó un día. Su canto era tan hermoso que la gente no pudo evitar escucharlo y, gradualmente, la música llenó las calles. El pájaro, llamado Melodía, inspiró a todos a redescubrir la alegría de la música y el poder de la expresión artística.",IA
"En una aldea rodeada por un denso bosque, las luciérnagas eran las guardianas de la luz y la belleza. Cuando una tormenta destruyó el hábitat de las luciérnagas, una joven llamada Eva decidió construir pequeños refugios para ellas. Con el tiempo, las luciérnagas florecieron nuevamente y pintaron el bosque con su resplandor, recordando a todos que incluso en la oscuridad, la luz puede surgir de la compasión.",IA
"En una ciudad cubierta por una perpetua oscuridad, las luces de las estrellas eran el único resplandor en la vida de sus habitantes. Sin embargo, una niña llamada Lila anhelaba la luz del día y se embarcó en una búsqueda para encontrarla. Con valentía, escaló montañas y atravesó un oscuro bosque, finalmente alcanzando la salida de la ciudad. Cuando la primera luz del sol tocó su rostro, la ciudad se llenó de asombro y asombro. Lila demostró que incluso en los momentos más oscuros, la esperanza puede prevalecer.",IA
"En un exuberante jardín, una pequeña oruga llamada Clara soñaba con volar alto en el cielo. A través de la paciencia y la transformación, Clara se convirtió en una hermosa mariposa y, al emprender su primer vuelo, descubrió la belleza del mundo desde las alturas. Inspirada por su propia metamorfosis, enseñó a todos en el jardín que el cambio y la perseverancia son las claves para alcanzar los sueños.",IA
"Hechas, pues, estas prevenciones, no quiso aguardar más tiempo a poner en efecto su pensamiento, apretándole a ello la falta que él pensaba que hacía en el mundo su tardanza, según eran los agravios que pensaba deshacer, tuertos que enderezar, sinrazones que enmendar, y abusos que mejorar, y deudas que satisfacer; y así, sin dar parte a persona alguna de su intención, y sin que nadie le viese, una mañana, antes del día (que era uno de los calurosos del mes de Julio), se armó de todas sus armas, subió sobre Rocinante, puesta su mal compuesta celada, embrazó su adarga, tomó su lanza, y por la puerta falsa de un corral, salió al campo con grandísimo contento y alborozo de ver con cuánta facilidad había dado principio a su buen deseo.",Humano
"Luego volvía diciendo, como si verdaderamente fuera enamorado: «¡Oh, princesa Dulcinea, señora de este cautivo corazón! Mucho agravio me habedes fecho en despedirme y reprocharme con el riguroso afincamiento de mandarme no parecer ante la vuestra fermosura. Plégaos, señora, de membraros de este vuestro sujeto corazón, que tantas cuitas por vuestro amor padece.",Humano
"No comas ajos ni cebollas, porque no saquen por el olor tu villanería. Anda despacio; habla con resposo; pero no de manera que parezca que te escuchas a ti mismo; que toda afectación es mala. Come poco y cena más poco; que la salud de todo el cuerpo se fragua en la oficina del estómago. Sé templado en el beber, considerando que el vino demasiado ni guarda secreto, ni cumple palabra. Ten cuenta, Sancho, de no mascar a dos carrillos, ni de erutar delante de nadie",Humano
"La libertad, Sancho, es uno de los más preciosos dones que a los hombres dieron los cielos; con ella no pueden igualarse los tesoros que encierra la tierra ni el mar encubre; por la libertad, así como por la honra se puede y debe aventurar la vida, y, por el contrario, el cautiverio es el mayor mal que puede venir a los hombres",Humano
"Porque influenciar a una persona es darle nuestra propia alma. Esta no tendrá sus propios pensamientos, y se incendiará con sus propias pasiones. Sus virtudes no serán reales, sus pecados, si existen los pecados, serán prestados. Se convierte en el eco de la música de otro, el actor de una parte que no ha sido escrita para él. El objetivo de la vida es el desarrollo de su propio yo. Encontrar su naturaleza apropiada, es esto por lo que cada uno de nosotros estamos aquí. El mundo tiene miedo de sí mismo, se han olvidado de la mayor de todas las obligaciones, la propia. Claro que son caritativos, alimentan al hambriento, y visten a los mendigos. Pero su propio ser está famélico y desnudo.",Humano
"Mientras el pintor contemplaba la refinada y encantadora figura que con tanta habilidad había reflejado su arte, una sonrisa de satisfacción pasó por su rostro y pareció querer demorarse en él. Pero de repente se incorporó y, cerrando los ojos, puso los dedos sobre sus párpados, como si quisiese aprisionar en su cerebro algún curioso sueño del que temiera despertarse.",Humano
"Desde la esquina del diván hecho de alforjas persas sobre el que estaba tumbado, fumando, como en él era costumbre, cigarrillo tras cigarrillo, Lord Henry Wotton podía divisar el resplandor de las flores suaves como la miel y de color miel de un laburno, cuyas trémulas ramas apenas parecían capaces de soportar el peso de una belleza tan llameante como la suya; y de vez en cuando las sombras fantásticas de los pájaros en vuelo cruzaban las largas cortinas de seda de tusor colgadas frente al inmenso ventanal, produciendo una especie de pasajero efecto japonés, y haciéndole pensar en esos pintores de Tokio, de rostro pálido como el jade, que, por medio de un arte necesariamente inmóvil, tratan de transmitir la sensación de rapidez y movimiento.",Humano
"Cuando Gregorio Samsa despertó aquella mañana, luego de un sueño agitado, se encontró en su cama convertido en un insecto monstruoso. Estaba echado sobre el quitinoso caparazón de su espalda, y al levantar un poco la cabeza, vio la figura convexa de su vientre oscuro, surcado por curvadas durezas, cuya prominencia apenas si podía aguantar la colcha, visiblemente a punto de escurrirse hasta el suelo. Innumerables patas, lamentablemente escuálidas en comparación con el grosor ordinario de sus piernas, ofrecían a sus ojos el espectáculo de una agitación sin consistencia.",Humano
"No era un sueño. Su habitación, una auténtica habitación humana, si bien algo pequeña, permanecía tranquila entre las cuatro paredes harto conocidas. Por encima de la mesa, sobre la que se encontraba extendido un muestrario de paños desempaquetados -Samsa era viajante de comercio-, estaba colgado aquel cuadro que hacía poco había recortado de una revista y había colocado en un bonito marco dorado. Representaba a una dama ataviada con un sombrero y una boa de piel, que estaba allí, sentada muy erguida y levantaba hacia el observador un pesado manguito de piel, en el cual había desaparecido su antebrazo.",Humano
"Sintió sobre el vientre un leve picor, con la espalda se deslizó lentamente más cerca de la cabecera de la cama para poder levantar mejor la cabeza; se encontró con que la parte que le picaba estaba totalmente cubierta por unos pequeños puntos blancos, que no sabía a qué se debían, y quiso palpar esa parte con una pata, pero inmediatamente la retiró, porque el roce le producía escalofríos.",Humano
"Attreyu vio ante sí una gigantesca caverna en la montaña, en la que el agua negra salpicaba y chapoteaba, porque algo se movía allí dentro. Salió lentamente y se dió cuenta de que era una cabeza unida a un cuello largo y arrugado: la cabeza de una tortuga. Sus ojos eran grandes como charcos negros, su hocico chorreaba fango y algas. Toda aquella Montaña de Cuerno, Attreyu lo comprendió de pronto, era un único y monstruoso animal, una formidable tortuga de pantano: ¡la Vetusta Morla!, el ser más viejo de Fantasía.",Humano
"Quien no haya pasado tardes enteras delante de un libro, con las orejas ardiéndole y el pelo caído por la cara, leyendo y leyendo, olvidado del mundo y sin darse cuenta de que tenía hambre o se estaba quedando helado... Quien nunca haya leído en secreto a la luz de una linterna, bajo la manta, porque Papá o Mamá o alguna otra persona solícita le ha apagado la luz con el argumento bien intencionado de que tiene que dormir, porque mañana hay que levantarse tempranito... Quien nunca haya llorado abierta o disimuladamente lágrimas amargas, porque una historia maravillosa acaba y había que decir adiós a personajes con los que había corrido tantas aventuras, a los que quería y admiraba, por los que había temido y rezado, y sin cuya compañía la vida le parecería vacía y sin sentido. ",Humano
"Cogió el libro y lo miró por todos lados. Las tapas eran de color cobre y brillaban al mover el libro. Al hojearlo por encima, vio que el texto estaba impreso en dos colores. No parecía tener ilustraciones, pero sí unas letras iniciales de capítulo grandes y hermosas. Mirando con más atención la portada, descubrió en ella dos serpientes, una clara y otra oscura, que se mordían mutuamente la cola formando un óvalo. Y en ese óvalo, en letras caprichosamente entrelazadas, estaba el título: La Historia Interminable.",Humano
"Las pasiones humanas son un misterio, y a los niños les pasa lo mismo que a los mayores. Los que se dejan llevar por ellas no pueden explicárselas, y los que no las han vivido no pueden comprenderlas. Hay hombres que se juegan la vida para subir a una montaña. Nadie, ni siquiera ellos, puede explicar realmente por qué. Otros se arruinan para conquistar el corazón de una persona que no quiere saber nada de ellos. Otros se destruyen a sí mismos por no saber resistir los placeres de la mesa... o de la botella. Algunos pierden cuanto tienen para ganar en un juego de azar, o lo sacrifican todo a una idea fija que jamás podrá realizarse. Unos cuantos creen que sólo serían felices en algún lugar distinto, y recorren el mundo durante toda su vida. Y unos pocos no descansan hasta que consiguen ser poderosos. En resumen: hay tantas pasiones distintas como personas distintas hay.",Humano
"Tú no eres para mí todavía más que un muchachito igual a otros cien mil muchachitos y no te necesito para nada. Tampoco tú tienes necesidad de mí y no soy para ti más que un zorro entre otros cien mil zorros semejantes. Pero si tú me domesticas, entonces tendremos necesidad el uno del otro. Tú serás para mí único en el mundo, yo seré para ti único en el mundo.",Humano
"Mi vida es muy monótona. Cazo gallinas y los hombres me cazan a mí. Todas las gallinas se parecen y todos los hombres son iguales; por consiguiente me aburro un poco. Si tú me domesticas, mi vida estará llena de sol. Conoceré el rumor de unos pasos diferentes a todos los demás. Los otros pasos me hacen esconder bajo la tierra; los tuyos me llamarán fuera de la madriguera como una música. Y además, ¡mira! ¿Ves allá abajo los campos de trigo? Yo no como pan y por lo tanto el trigo es para mí algo inútil. Los campos de trigo no me recuerdan nada y eso me pone triste. ¡Pero tú tienes los cabellos dorados y será algo maravilloso cuando me domestiques! El trigo, que es dorado también, será un recuerdo de ti. Y amaré el ruido del viento en el trigo.",Humano
"Las personas grandes aman las cifras. Cuando les habláis de un nuevo amigo, no os interrogan jamás sobre lo esencial. Jamás os dicen: ‘¿Cómo es el timbre de su voz? ¿Cuáles son los juegos que prefiere? ¿Colecciona mariposas?’. En cambio, os preguntan: ‘¿Qué edad tiene? ¿Cuántos hermanos tiene? ¿Cuánto pesa? ¿Cuánto gana su padre?’. Sólo entonces creen conocerle",Humano
"Han pasado ya veinticuatro horas desde ese día estúpido, ¡y cuánto jaleo, escándalo, bulle-bulle y aspaviento! ¡Qué confusión, qué embrollo, qué necedad, qué ordinariez ha habido en esto, de todo lo cual he sido yo la causa! A veces, sin embargo, me parece cosa de risa, a mí por lo menos. No consigo explicarme lo que me sucedió: ¿estaba, en efecto, fuera de mí o simplemente me salí un momento del carril y me porté como un patán merecedor de que lo aten? A veces me parece que estoy ido de la cabeza, pero otras creo que soy un chicuelo no muy lejos todavía del banco de la escuela, y que lo que hago son sólo burdas chiquilladas de escolar. Ha sido Polina, todo ello ha sido obra de Polina. Sin ella no hubiera habido esas travesuras. ¡Quién sabe! Acaso lo hice por desesperación (por muy necio que parezca suponerlo). No comprendo, no comprendo en qué consiste su atractivo. En cuanto a hermosa, lo es, debe de serlo, porque vuelve locos a otros hombres.",Humano
"Ha pasado ya casi un mes desde que toqué por última vez estos apuntes míos que comencé bajo el efecto de impresiones tan fuertes como confusas. La catástrofe, cuya inminencia presentía, se produjo efectivamente, pero cien veces más devastadora e inesperada de lo que había pensado. En todo ello había algo extraño, ruin y hasta trágico, por lo menos en lo que a mí atañía. Me ocurrieron algunos lances casi milagrosos, o así los he considerado desde entonces, aunque bien mirado y, sobre todo, a juzgar por el remolino de sucesos a que me vi arrastrado entonces, quizá ahora quepa decir solamente que no fueron del todo ordinarios. Para mí, sin embargo, lo más prodigioso fue mi propia actitud ante estas peripecias. ¡Hasta ahora no he logrado comprenderme a mí mismo! Todo ello pasó flotando como un sueño, incluso mi pasión, que fue pujante y sincera, pero... ¿qué ha sido ahora de ella? Es verdad que de vez en cuando cruza por mi mente la pregunta: «¿No estaba loco entonces? ¿No pasé todo ese tiempo en algún manicomio, donde quizá todavía estoy, hasta tal punto que todo eso me pareció que pasaba y aun ahora sólo me parece que pasó?",Humano
"Ahora bien, no sé por qué extraño capricho, cuando noté que el rojo había salido siete veces seguidas, continué apostando a él. Estoy convencido de que en ello terció un tanto el amor propio: quería asombrar a los mirones con mi arrojo insensato y -¡oh, extraño sentimiento!- recuerdo con toda claridad que, efectivamente, sin provocación alguna de mi orgullo, me sentí de repente arrebatado por una terrible apetencia de riesgo. Quizá después de experimentar tantas sensaciones, mi espíritu no estaba todavía saciado, sino sólo azuzado por ellas, y exigía todavía más sensaciones, cada vez más fuertes, hasta el agotamiento final. Y, de veras que no miento: si las reglas del juego me hubieran permitido apostar cincuenta mil florines de una vez, los hubiera apostado seguramente. En torno mío gritaban que esto era insensato, que el rojo había salido por decimocuarta vez.",Humano
"Una ilusión, una sombra, una ficción, y el mayor bien es pequeño: que toda la vida es sueño, y los sueños, sueños son. Ojos en que reverbera la estrella crepuscular, ojos verdes como el mar, como el mar en la ribera: ojos de lumbre hechicera que ignoráis lo que es llorar, glorificad mi pesar. ¡No me desoléis así!",Humano
